,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,
IYK     ,0,0,0,0,0,0,111.444,111.663,111.663,111.663,104.552,105.176,105.176,105.176,105.176,105.176,
IYLD    ,0,0,0,0,0,0,0,0,24.3795,24.3795,24.3895,24.3895,24.3895,24.3895,24.3895,24.3895,
IYM     ,0,0,0,0,0,0,89.7597,89.9927,89.9949,89.9949,90.1983,84.1276,84.1276,84.1276,84.1276,84.1276,
IYR     ,0,0,0,0,0,72.2879,71.8638,69.8823,69.9534,69.0524,69.1553,69.9309,69.9592,69.9592,69.9592,69.9592,
IYT     ,0,0,0,0,0,178.56,178.564,179.632,179.777,158.194,153.978,161.067,161.067,161.067,161.067,161.067,
IYW     ,0,0,0,0,0,0,54.1068,78.48,86.899,86.899,91.2688,104.038,104.038,104.038,104.038,104.038,
IYY     ,0,0,0,0,0,0,0,0,133,133,95.4895,92.105,92.105,92.105,92.105,92.105,
IYZ     ,0,0,0,0,0,25.6275,25.0546,24.768,24.441,23.6095,23.4091,23.69,23.69,23.69,23.69,23.69,
IZEA    ,0,0,0,1.71824,1.71824,1.69556,1.68812,1.68787,1.6725,1.67029,1.66834,1.66465,1.66423,1.66422,1.66422,1.66422,
IZRL    ,0,0,0,0,0,0,0,0,0,20.78,20.78,20.8225,20.8225,20.8225,20.8225,20.8225,
JACK    ,0,0,0,0,0,71.3829,73.2562,74.1049,74.3928,74.1626,74.1571,74.821,75.7651,75.7658,75.7658,75.7658,
JAG     ,0,0,0,0,0,10.0399,10.2718,10.3024,10.3045,10.0456,10.0491,10.1877,10.1877,10.1877,10.1877,10.1877,
JAGG    ,0,0,0,0,0,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,
JAGX    ,0,0,0,0,0,0.250604,0.25066,0.250603,0.251075,0.23382,0.235239,0.236079,0.236927,0.236927,0.236927,0.236927,
JAKK    ,0,0,0,0,0,1.91,1.90279,1.89916,1.87411,1.8737,1.8733,1.85741,1.85639,1.85639,1.85639,1.85639,
JASN    ,0,0,0,0,0,1.42,1.42,1.42,1.42,1.42173,1.42173,1.3609,1.36046,1.36032,1.36032,1.36032,
JASNW   ,0,0,0,0,0,0,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,
JAX     ,0,0,0,0,0,8.61,8.4912,8.07832,8.09473,8.04472,8.00941,8.11467,8.11467,8.11467,8.11467,8.11467,
JAZZ    ,0,0,0,0,0,125.287,123.406,123.944,123.475,123.614,121.845,121.889,122.486,122.486,122.486,122.486,
JBGS    ,0,0,0,0,0,38.2765,35.8184,36.3441,36.6636,36.5588,37.1195,37.2075,37.2075,37.2075,37.2075,37.2075,
JBHT    ,0,0,0,0,0,103.264,103.315,103.416,103.644,103.628,103.566,102.708,103.333,103.333,103.333,103.333,
JBK     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JBL     ,0,0,0,0,0,24.6351,24.926,24.8758,25.0667,25.1184,25.0476,25.1952,25.1968,25.1968,25.1968,25.1968,
JBLU    ,0,0,0,0,0,16.8631,16.2634,16.3564,16.3907,16.5237,16.6608,16.9318,17.2746,17.2746,17.2746,17.2746,
JBN     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JBR     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JBSS    ,0,0,0,0,0,64.054,63.9838,64.0438,64.15,63.5643,62.0954,61.9836,62.6205,62.6205,62.6205,62.6205,
JBT     ,0,0,0,0,0,80.3404,79.8907,79.8023,79.7301,79.685,69.2597,69.9116,69.9116,69.9116,69.9116,69.9116,
JCAP    ,0,0,0,0,0,21.4877,20.7159,20.961,21.0638,21.1572,21.2169,21.1253,21.1253,21.1253,21.1253,21.1253,
JCAP-B  ,0,0,0,0,0,0,23.5,23.5,23.5,23.425,23.41,23.395,23.395,23.395,23.395,23.395,
JCE     ,0,0,0,0,0,13.1584,13.1095,13.1095,13.0674,13.0681,13.0858,13.0858,13.0858,13.0858,13.0858,13.0858,
JCI     ,0,0,0,0,0,31.6269,31.809,31.6915,31.4717,31.1434,31.1218,31.2479,31.2479,31.2479,31.2479,31.2479,
JCO     ,0,0,0,0,0,9.42,9.35513,9.35954,9.36563,9.38346,9.42904,9.43768,9.43768,9.43768,9.43768,9.43768,
JCOM    ,0,0,0,0,0,65.9479,65.2303,64.7079,64.3005,65.6644,66.2009,65.1055,67.625,67.625,67.625,67.625,
JCP     ,0,0,0,0,0,0.940131,1.01629,1.02358,1.0468,1.04891,1.11497,1.15794,1.15794,1.15794,1.15794,1.15794,
JCPB    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JCS     ,0,0,0,0,0,2.40552,2.41328,2.41268,2.41268,2.41268,2.41268,2.41108,2.41108,2.41108,2.41108,2.41108,
JCTCF   ,0,0,0,0,0,7.48357,7.48136,7.48136,7.48136,7.48136,7.48136,7.48136,7.52618,7.52618,7.52618,7.52618,
JD      ,0,0,23.9494,23.9434,23.9404,22.9273,22.6329,22.6437,22.6664,22.5259,22.6159,22.6888,23.0318,23.0331,23.0341,23.0353,
JDD     ,0,0,0,0,0,10.0574,10.0711,10.0711,10.0711,10.071,10.0735,10.0735,10.0735,10.0735,10.0735,10.0735,
JDIV    ,0,0,0,0,0,24.92,24.92,24.92,24.92,24.92,24.92,24.92,24.92,24.92,24.92,24.92,
JDST    ,0,0,0,0,39.6385,41.5668,41.6549,41.5916,41.0815,41.1341,38.0355,37.8297,37.8311,37.8311,37.8311,37.8311,
JE      ,0,0,0,0,0,1.87433,1.87433,2.53665,2.53665,2.84661,3.09946,3.44006,3.44006,3.44006,3.44006,3.44006,
JE-A    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JEC     ,0,0,0,0,0,59.7902,61.1736,61.4324,60.1846,60.3839,60.9819,61.3285,61.3285,61.3285,61.3285,61.3285,
JEF     ,0,0,0,0,0,19.0126,18.5544,17.8074,18.2658,18.6453,18.7195,18.7003,18.7003,18.7003,18.7003,18.7003,
JELD    ,0,0,0,0,0,16.702,16.6802,16.5652,16.5475,16.508,16.5018,16.5281,16.5281,16.5281,16.5281,16.5281,
JEMD    ,0,0,0,0,0,0,0,0,0,0,0,8.2,8.2,8.2,8.2,8.2,
JEQ     ,0,0,0,0,0,0,0,0,0,0,6.75,6.75,6.75,6.75,6.75,6.75,
JETS    ,0,0,0,0,0,26.6887,26.6983,26.6983,27.1563,27.1563,29.0233,29.4395,29.4395,29.4395,29.4395,29.4395,
JFR     ,0,0,0,0,0,0,9.60825,9.60925,9.61791,9.61821,9.61907,9.62059,9.62059,9.62059,9.62059,9.62059,
JG      ,0,0,0,0,0,7.59,7.72939,7.71105,7.71105,7.71105,7.71105,7.6913,7.69944,7.69944,7.69944,7.69944,
JGH     ,0,0,0,0,0,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,
JHAA    ,0,0,0,0,0,0,10.2543,10.2543,10.2543,10.2543,10.2707,10.2707,10.2707,10.2707,10.2707,10.2707,
JHB     ,0,0,0,0,0,0,0,9.68829,9.68433,9.68919,9.70685,9.71029,9.71029,9.71029,9.71029,9.71029,
JHD     ,0,0,0,0,0,0,9.875,9.87731,9.87731,9.87821,9.87821,9.87893,9.87893,9.87893,9.87893,9.87893,
JHDG    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JHEM    ,0,0,0,0,0,0,25,25,25.025,25.025,25.025,25.025,25.025,25.025,25.025,25.025,
JHG     ,0,0,0,0,0,20.0295,20.6104,20.7294,20.8169,20.8436,20.9444,21.0306,21.0306,21.0306,21.0306,21.0306,
JHI     ,0,0,0,0,0,0,0,0,0,0,15.38,15.38,15.38,15.38,15.38,15.38,
JHMA    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JHMC    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JHMD    ,0,0,0,0,0,0,0,27.2306,27.2306,27.2306,27.2659,27.2659,27.2659,27.2659,27.2659,27.2659,
JHME    ,0,0,0,0,0,0,0,0,0,0,25.75,25.75,25.75,25.75,25.75,25.75,
JHMF    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JHMH    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JHMI    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JHML    ,0,0,0,0,0,34.11,34.11,34.16,34.24,34.24,34.3326,34.3374,34.3374,34.3374,34.3374,34.3374,
JHMM    ,0,0,0,0,0,0,0,0,33.2433,33.2433,33.2786,33.2936,33.2936,33.2936,33.2936,33.2936,
JHMS    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JHMT    ,0,0,0,0,0,0,0,0,42.73,42.73,42.734,42.734,42.734,42.734,42.734,42.734,
JHMU    ,0,0,0,0,0,0,0,0,28.79,28.7755,28.8006,28.8006,28.8006,28.8006,28.8006,28.8006,
JHS     ,0,0,0,0,0,0,0,0,0,13.42,13.4118,13.4084,13.4084,13.4084,13.4084,13.4084,
JHSC    ,0,0,0,0,0,24.98,24.98,24.98,24.9886,24.9886,24.9886,25.0593,25.0593,25.0593,25.0593,25.0593,
JHX     ,0,0,0,0,0,0,0,10.89,10.89,10.8768,10.8768,10.9344,10.9344,10.9344,10.9344,10.9344,
JHY     ,0,0,0,0,0,0,0,0,0,10,10.0211,10.0211,10.0211,10.0211,10.0211,10.0211,
JIGB    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JILL    ,0,0,0,0,0,5.89403,5.85342,5.82844,5.84508,5.84822,5.87068,5.90349,5.90349,5.90349,5.90349,5.90349,
JJA     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JJC     ,0,0,0,0,0,0,42.71,42.6725,42.6725,42.6725,42.6914,42.6914,42.6914,42.6914,42.6914,42.6914,
JJE     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JJG     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JJM     ,0,0,0,0,0,0,0,0,0,0,44.1718,44.1718,44.1718,44.1718,44.1718,44.1718,
JJN     ,0,0,0,0,0,0,0,0,0,0,49.43,49.43,49.43,49.43,49.43,49.43,
JJP     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JJS     ,0,0,0,0,0,0,0,0,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,
JJSF    ,0,0,0,0,0,157.201,150.793,152.649,152.699,151.939,147.916,142.619,144.46,144.46,144.46,144.46,
JJT     ,0,0,0,0,0,0,0,0,52.27,52.27,52.27,52.27,52.27,52.27,52.27,52.27,
JJU     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JKD     ,0,0,0,0,0,0,150.13,150.21,150.337,150.325,138.977,142.487,142.487,142.487,142.487,142.487,
JKE     ,0,0,0,0,0,168.655,62.9889,62.9889,67.4016,80.1273,97.5496,102.712,102.712,102.712,102.712,102.712,
JKF     ,0,0,0,0,0,0,0,0,0,0,85.5041,85.5041,85.5041,85.5041,85.5041,85.5041,
JKG     ,0,0,0,0,0,0,0,0,0,0,0,94.2014,94.2014,94.2014,94.2014,94.2014,
JKH     ,0,0,0,0,0,210.995,211.112,211.285,211.455,211.488,211.759,212.053,212.053,212.053,212.053,212.053,
JKHY    ,0,0,0,0,0,131.391,130.525,130.166,130.395,129.829,130.26,130.282,131.582,131.582,131.582,131.582,
JKI     ,0,0,0,0,0,152.681,152.681,152.681,152.677,152.677,152.65,152.601,152.596,152.596,152.596,152.596,
JKJ     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JKK     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JKL     ,0,0,0,0,0,122.75,122.75,122.75,122.75,122.75,122.75,122.75,122.75,122.75,122.75,122.75,
JKS     ,0,0,0,0,0,15.6448,13.6601,12.6199,12.6848,12.605,12.9946,12.9606,13.0088,13.0088,13.0088,13.0088,
JLL     ,0,0,0,0,0,126.358,133.037,136.067,137.463,138.136,138.858,138.172,138.172,138.172,138.172,138.172,
JLS     ,0,0,0,0,0,0,22.6057,22.6175,22.6175,22.6175,22.6184,22.6206,22.6206,22.6206,22.6206,22.6206,
JMBS    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JMEI    ,0,0,0,0,2.5,2.50658,2.47908,2.53998,2.46195,2.49652,2.52118,2.49809,2.49809,2.49809,2.49809,2.49809,
JMF     ,0,0,0,0,0,0,9.21022,9.24897,9.26876,9.27197,9.27244,9.27924,9.27924,9.27924,9.27924,9.27924,
JMIN    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JMLP    ,0,0,0,0,0,6.38222,6.38462,6.39463,6.39463,6.39568,6.46338,6.46594,6.46594,6.46594,6.46594,6.46594,
JMM     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JMOM    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JMP     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JMPB    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JMPD    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JMST    ,0,0,0,0,0,0,0,0,0,0,0,50.3787,50.3787,50.3787,50.3787,50.3787,
JMT     ,0,0,0,0,0,0,22.22,22.22,22.22,22.22,22.1929,22.1929,22.1929,22.1929,22.1929,22.1929,
JMU     ,0,0,0,0,0,0.84038,0.805932,0.805059,0.805059,0.805059,0.804941,0.804941,0.804941,0.804941,0.804941,0.804941,
JMUB    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JNCE    ,0,0,0,0,0,3.81323,3.73809,3.76561,3.78005,3.79384,3.77662,3.78704,3.83035,3.83035,3.83035,3.83035,
JNJ     ,0,131,130.863,130.623,130.562,122.204,122.778,122.978,123.742,124.128,124.988,124.741,124.753,124.753,124.753,124.753,
JNK     ,0,0,0,0,0,34.9767,32.2451,30.1486,29.521,29.6122,28.1035,28.0323,28.0323,28.0323,28.0323,28.0323,
JNPR    ,0,0,25.078,24.8745,24.8239,25.3011,25.2516,25.2672,25.2408,25.1922,25.1698,25.1561,25.1573,25.1573,25.1573,25.1573,
JNUG    ,10.6009,10.6009,10.6009,10.6009,10.4573,9.95311,9.97115,9.88997,9.83608,9.83656,10.18,10.2016,10.2019,10.2022,10.2022,10.2023,
JO      ,0,0,0,0,0,37.9194,37.9,37.8325,37.8325,37.8325,37.8325,37.8325,37.8325,37.8325,37.8325,37.8325,
JOB     ,0,0,0,0,0,0,0,1.85706,1.85706,1.87977,1.8799,1.89215,1.89215,1.89215,1.89215,1.89215,
JOBS    ,0,0,0,0,0,61.5897,62.8806,63.0013,63.1166,63.3039,63.4983,63.1884,63.5497,63.5497,63.5497,63.5497,
JOE     ,0,0,0,0,0,15.3413,15.382,15.3815,15.3808,15.3734,15.3798,15.1125,15.1125,15.1125,15.1125,15.1125,
JOF     ,0,0,0,0,0,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,
JOUT    ,0,0,0,0,0,63.3087,63.6626,63.707,63.4296,63.4014,63.3525,63.2593,63.1129,63.1129,63.1129,63.1129,
JP      ,0,0,0,0,0,3.85,3.9,3.9,3.96964,3.96894,4.01585,3.95577,3.95577,3.95577,3.95577,3.95577,
JPBI    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JPC     ,0,0,0,0,0,9.15,9.15861,9.16109,9.16213,9.16241,9.1675,9.17267,9.17267,9.17267,9.17267,9.17267,
JPED    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JPEH    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JPEM    ,0,0,0,0,0,0,0,0,0,0,53.95,53.9794,53.9794,53.9794,53.9794,53.9794,
JPEU    ,0,0,0,0,0,0,54,54.0633,54.0633,54.0633,54.075,54.075,54.075,54.075,54.075,54.075,
JPGB    ,0,0,0,0,0,0,0,48.5,48.5,48.505,48.505,48.505,48.505,48.505,48.505,48.505,
JPGE    ,0,0,0,0,0,0,57.74,57.74,57.74,57.805,57.817,57.817,57.817,57.817,57.817,57.817,
JPHF    ,0,0,0,0,0,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,
JPHY    ,0,0,0,0,0,0,0,0,0,0,0,49.52,49.52,49.52,49.52,49.52,
JPI     ,0,0,0,0,0,0,21.834,21.8184,21.8305,21.8305,21.8409,21.8666,21.8666,21.8666,21.8666,21.8666,
JPIH    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JPIN    ,0,0,0,0,0,54.29,54.276,36.9019,39.0136,44.5369,46.0976,46.0976,46.0976,46.0976,46.0976,46.0976,
JPLS    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JPM     ,0,0,0,104.676,104.628,98.0328,98.4603,99.0511,98.6271,98.612,98.5954,97.9455,97.9456,97.9456,97.9456,97.9458,
JPM-A   ,0,0,0,0,0,24.81,24.81,24.8473,24.9284,24.9301,24.9318,24.9318,24.9318,24.9318,24.9318,24.9318,
JPM-B   ,0,0,0,0,0,25.27,25.2867,25.2961,25.2993,25.3011,25.3025,25.305,25.305,25.305,25.305,25.305,
JPM-D   ,0,0,0,0,0,25.0429,25.0274,25.027,25.0228,25.0228,25.0254,25.025,25.025,25.025,25.025,25.025,
JPM-E   ,0,0,0,0,0,0,25.63,25.6363,25.6363,25.6363,25.6418,25.6578,25.6578,25.6578,25.6578,25.6578,
JPM-F   ,0,0,0,0,0,25.64,25.63,25.6842,25.6842,25.6589,25.664,25.664,25.664,25.664,25.664,25.664,
JPM-G   ,0,0,0,0,0,25.66,25.6983,25.7019,25.7019,25.7039,25.7103,25.7124,25.7124,25.7124,25.7124,25.7124,
JPM-H   ,0,0,0,0,0,0,25.99,25.99,25.985,25.9703,25.9701,25.9701,25.9701,25.9701,25.9701,25.9701,
JPMB    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JPME    ,0,0,0,0,0,0,0,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,62.06,
JPMF    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JPMV    ,0,0,0,0,0,0,65.32,65.32,65.32,65.32,65.32,65.32,65.32,65.32,65.32,65.32,
JPN     ,0,0,0,0,0,0,26.1301,26.1301,26.1301,26.1301,26.3171,26.3171,26.3171,26.3171,26.3171,26.3171,
JPNL    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JPS     ,0,0,0,0,0,9,8.78749,8.67805,8.68661,8.71485,8.51301,8.54998,8.54998,8.54998,8.54998,8.54998,
JPSE    ,0,0,0,0,0,29.09,29.09,29.085,29.085,29.085,29.1483,29.1483,29.1483,29.1483,29.1483,29.1483,
JPST    ,0,0,0,0,0,50.305,50.3088,50.3081,50.3074,50.3069,50.3033,47.125,47.125,47.125,47.125,47.125,
JPT     ,0,0,0,0,0,0,22.31,22.31,22.31,22.31,22.31,22.31,22.31,22.31,22.31,22.31,
JPUS    ,0,0,0,0,0,0,69.27,69.3164,69.4803,69.4803,69.4803,69.5599,69.5599,69.5599,69.5599,69.5599,
JPXN    ,0,0,0,0,0,0,0,0,0,57.81,57.81,57.9525,57.9525,57.9525,57.9525,57.9525,
JQC     ,0,0,0,0,0,7.67,7.67005,7.67016,7.39344,7.52122,7.556,7.55794,7.55794,7.55794,7.55794,7.55794,
JQUA    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JRI     ,0,0,0,0,0,0,15.3178,15.3134,15.3143,15.3163,15.32,15.3205,15.3205,15.3205,15.3205,15.3205,
JRJC    ,0,0,0,0,0,1.08085,1.0845,1.08452,1.08452,1.08452,1.08452,1.08456,1.08456,1.08456,1.08456,1.08456,
JRO     ,0,0,0,0,0,9.62,9.5865,9.58687,9.58497,9.56856,9.58536,9.58807,9.58807,9.58807,9.58807,9.58807,
JRS     ,0,0,0,0,0,0,9.8,9.8,9.85839,9.8636,9.8636,9.86818,9.86818,9.86818,9.86818,9.86818,
JRSH    ,0,0,0,0,0,0,6.46,6.46,6.472,6.472,6.472,6.472,6.472,6.472,6.472,6.472,
JRVR    ,0,0,0,0,0,37.3016,37.5366,36.1609,36.8299,36.706,36.4117,33.2528,35.4255,35.4255,35.4255,35.4255,
JSD     ,0,0,0,0,0,15.3987,15.386,15.388,15.388,15.388,15.3908,15.3933,15.3933,15.3933,15.3933,15.3933,
JSM     ,0,0,0,0,0,19.2,19.3717,19.3855,19.4313,19.4315,19.6842,19.805,19.8173,19.8173,19.8173,19.8173,
JSMD    ,0,0,0,0,0,40.72,40.72,40.72,40.72,40.72,40.794,40.794,40.794,40.794,40.794,40.794,
JSML    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JSYN    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JSYNR   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JSYNU   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JSYNW   ,0,0,0,0,0,0.07,0.0610043,0.0610043,0.0610043,0.0610043,0.0610043,0.0610043,0.0610043,0.0610043,0.0610043,0.0610043,
JT      ,0,0,0,0,0,5.99737,5.96906,5.92049,5.77832,5.79824,5.84953,5.87649,5.87649,5.87649,5.87649,5.87649,
JTA     ,0,0,0,0,0,11.279,11.279,11.279,11.279,11.2418,11.2536,11.2536,11.2536,11.2536,11.2536,11.2536,
JTD     ,0,0,0,0,0,0,14.97,14.97,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,
JUST    ,0,0,0,0,0,0,0,0,0,0,38.3562,38.451,38.451,38.451,38.451,38.451,
JVA     ,0,0,0,5.9375,5.92,5.79444,5.86785,5.85339,5.83136,5.81649,5.80471,5.72029,5.71931,5.71931,5.71931,5.71931,
JVAL    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JW.A    ,0,0,0,0,0,51.035,50.9702,51.0267,51.1004,51.1371,51.2722,51.3797,51.3797,51.3797,51.3797,51.3797,
JW.B    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JWN     ,0,0,0,0,0,42.9946,44.4712,44.7899,44.8479,44.772,44.796,44.7628,44.7628,44.7628,44.7628,44.7628,
JXI     ,0,0,0,0,0,15.9555,15.9555,15.9555,24.2161,24.2161,27.5142,31.5525,31.5525,31.5525,31.5525,31.5525,
JYNT    ,0,0,0,0,0,8.17,8.17,8.15739,8.15739,8.15954,8.1637,8.15194,8.15217,8.15217,8.15217,8.15217,
K       ,0,0,0,0,0,51.7871,55.5284,55.5359,55.8017,56.0452,56.0792,56.0123,56.0123,56.0123,56.0123,56.0123,
KAI     ,0,0,0,0,0,85.6182,85.5869,85.5736,82.5098,82.547,83.0264,81.6482,81.6482,81.6482,81.6482,81.6482,
KALA    ,0,0,0,0,0,5.28737,5.26375,5.26059,5.25783,5.25506,5.19446,5.21605,5.23232,5.23232,5.23232,5.23232,
KALL    ,0,0,0,0,0,22.85,22.85,22.85,22.85,22.85,22.85,22.9033,22.9033,22.9033,22.9033,22.9033,
KALU    ,0,0,0,0,0,85.2808,90.3776,93.8539,94.0183,93.5033,93.0284,93.627,95.0162,95.0162,95.0162,95.0162,
KALV    ,0,0,0,0,0,17.36,17.4053,17.4189,17.409,17.4081,17.4433,16.8572,17.0527,17.0527,17.0527,17.0527,
KAMN    ,0,0,0,0,0,58.2392,57.9019,57.9562,57.9781,57.9711,51.5277,52.9259,52.9259,52.9259,52.9259,52.9259,
KAR     ,0,0,0,0,0,51.5527,50.0748,50.5977,50.4555,50.8017,50.8486,50.5665,50.5665,50.5665,50.5665,50.5665,
KARS    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KB      ,0,0,0,0,0,42.8,41.4337,41.4419,41.4582,41.4622,41.6063,41.6325,41.6325,41.6325,41.6325,41.6325,
KBA     ,0,0,0,0,0,0,0,0,26.61,26.61,21.3467,14.0296,14.0296,14.0296,14.0296,14.0296,
KBAL    ,0,0,0,0,0,13.6695,13.6566,13.6491,12.9536,13.1121,13.2458,12.828,13.3128,13.3128,13.3128,13.3128,
KBE     ,0,0,0,0,0,38.3453,36.5976,35.9695,35.9983,36.3499,36.2498,36.7468,36.7468,36.7468,36.7468,36.7468,
KBH     ,0,0,0,0,0,19.5097,19.0102,18.6628,18.8254,18.865,18.9315,18.5601,18.5601,18.5601,18.5601,18.5601,
KBLM    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KBLMR   ,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,
KBLMU   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KBLMW   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KBR     ,0,0,0,0,0,15.1551,16.0774,16.2408,16.2484,16.2956,16.366,16.2389,16.2389,16.2389,16.2389,16.2389,
KBSF    ,0,0,0,0,0,3.65,3.77882,3.77882,3.77882,3.768,3.82931,3.82162,3.81614,3.81614,3.81614,3.81614,
KBWB    ,0,0,0,0,0,50.0857,47.2693,47.3861,47.5526,48.3296,46.0858,46.4445,46.4506,46.4506,46.4506,46.4506,
KBWD    ,0,0,0,0,0,21.7999,21.7998,21.7998,21.8,21.8,21.818,21.8287,21.8287,21.8287,21.8287,21.8287,
KBWP    ,0,0,0,0,0,59.68,59.68,59.68,59.68,59.68,59.68,59.6557,59.6557,59.6557,59.6557,59.6557,
KBWR    ,0,0,0,0,0,0,0,0,0,51.05,51.2352,51.1646,51.1646,51.1646,51.1646,51.1646,
KBWY    ,0,0,0,0,0,29.552,29.9843,30.4014,30.4227,29.23,29.559,29.2988,29.3423,29.3423,29.3423,29.3423,
KCAP    ,0,0,0,0,0,3.66846,3.67166,3.67533,3.67471,3.6769,3.67525,3.62316,3.62364,3.62364,3.62364,3.62364,
KCAPL   ,0,0,0,0,0,0,0,24.8563,24.8563,24.8563,24.8563,24.8563,24.8563,24.8563,24.8563,24.8563,
KCCB    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KCE     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KCNY    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KDMN    ,0,0,0,0,0,2.16926,1.89552,1.9566,1.99642,2.01492,2.02694,2.03449,2.03449,2.03449,2.03449,2.03449,
KDP     ,0,0,0,0,0,24.6171,23.5948,24.1458,24.124,24.3329,24.0023,24.3593,24.3593,24.3593,24.3593,24.3593,
KE      ,0,0,0,0,0,16.0299,15.9736,15.9728,15.9529,15.9559,15.9751,15.1165,15.494,15.494,15.494,15.494,
KEG     ,0,0,0,0,0,1.44165,1.3253,1.4359,1.4676,1.56645,1.57692,1.54044,1.54044,1.54044,1.54044,1.54044,
KELYA   ,0,0,0,0,0,22.48,19.5894,20.0145,20.0503,20.3018,20.1489,19.7,20.7638,20.7638,20.7638,20.7638,
KELYB   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KEM     ,0,0,0,0,0,20.3624,19.885,19.7587,19.7655,19.5412,19.5605,19.9074,19.9074,19.9074,19.9074,19.9074,
KEMQ    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KEN     ,0,0,0,0,0,16.72,16.72,16.72,18.0501,18.0501,18.0501,18.0501,18.0501,18.0501,18.0501,18.0501,
KEP     ,0,0,0,0,0,14.2492,14.3286,14.3926,13.5139,13.6598,13.887,13.914,13.914,13.914,13.914,13.914,
